date,AAVE,ADA,BTC,ETH,XMR,COMP,ALGO,SOL,DOT,BNB,XRP,DOGE,AVAX,UNI,ZEC,GRT,CASH,USDC,DAI,ATOM
2021-07-27,299.94,1.2799,39457.87,2299.49,225.59,392.7,0.8573,28.158,14.387,,0.645,0.2059,,18.8979,102.99,0.5672,1.0,0.9999,1.001315,11.71
2021-07-28,297.92,1.2875,40019.56,2300.9,235.44,388.44,0.8486,27.899,14.543,,0.73364,0.2059,,19.0547,105.94,0.5604,1.0,0.9999,1.001082,11.608
2021-07-29,312.0,1.2856,40016.48,2382.92,241.67,396.54,0.8462,31.295,15.264,,0.74995,0.2049,,19.5899,108.14,0.5841,1.0,1.0,1.000938,11.8
2021-07-30,320.49,1.3108,42206.37,2461.81,242.01,404.33,0.8537,32.41,15.812,,0.75282,0.2089,,20.9374,110.14,0.5954,1.0,0.9999,1.000942,12.14
2021-07-31,331.1,1.3193,41461.83,2531.05,239.86,406.15,0.8399,36.759,16.803,,0.74644,0.2079,,21.7652,111.3,0.6259,1.0,1.0,1.0012,12.603
2021-08-01,316.38,1.3142,39845.44,2555.69,235.45,408.9,0.8123,34.198,18.413,,0.72533,0.2043,,21.9968,115.57,0.659,1.0,1.0,1.001319,12.322
2021-08-02,320.4,1.3083,39147.82,2606.93,232.58,407.28,0.8166,33.187,17.986,,0.7398,0.2034,,22.363,115.27,0.6921,1.0,1.0,1.001036,12.479
2021-08-03,308.74,1.3696,38207.05,2509.04,226.02,396.57,0.8188,34.116,17.436,,0.71242,0.1962,,21.3267,114.06,0.6463,1.0,1.0001,1.000479,12.124
2021-08-04,339.02,1.3765,39723.18,2724.78,244.38,464.06,0.8286,35.794,19.15,,0.73049,0.2014,,23.5377,118.11,0.6669,1.0,1.0,1.00034,12.812
2021-08-05,372.78,1.3859,40862.46,2826.99,252.84,475.53,0.8507,37.398,19.137,,0.73321,0.201,,25.4543,119.2,0.7006,1.0,1.0,1.000781,13.033
2021-08-06,369.6,1.4025,42836.87,2891.58,263.09,466.74,0.8555,39.513,20.436,,0.74685,0.2049,,26.1794,126.99,0.703,1.0,1.0,1.000683,13.616
2021-08-07,385.07,1.4727,44572.54,3160.31,271.83,508.0,0.8763,39.516,20.972,,0.81845,0.2622,,28.3322,134.13,0.7333,1.0,0.9999,1.001379,14.017
2021-08-08,360.72,1.4255,43794.37,3011.85,257.12,467.49,0.8262,37.689,19.675,,0.77952,0.24,,26.72,123.7,0.6723,1.0,1.0001,1.001085,13.134
2021-08-09,374.01,1.4745,46253.4,3160.52,269.31,467.48,0.8551,38.676,20.583,,0.81959,0.2562,,28.3578,130.67,0.7071,1.0,1.0,1.00037,13.647
2021-08-10,384.14,1.678,45584.99,3141.66,266.34,472.9,0.8829,40.691,20.621,,0.85256,0.2575,,28.7687,132.08,0.7499,1.0,1.0001,1.000779,14.117
2021-08-11,402.42,1.7934,45511.0,3160.5,268.03,468.07,0.9121,41.65,21.354,,1.01214,0.2647,,28.989,137.11,0.79,1.0,0.9999,1.000616,14.576
2021-08-12,392.17,1.8324,44399.0,3045.96,257.42,454.06,0.8845,41.102,20.751,,0.96577,0.264,,28.1246,133.65,0.8804,1.0,0.9999,1.000749,14.076
2021-08-13,427.5,2.1386,47800.0,3322.32,272.89,484.42,0.9552,44.9,22.752,,1.09072,0.287,,30.5039,145.07,0.9292,1.0,1.0001,1.001841,15.213
2021-08-14,414.38,2.1878,47068.51,3263.16,271.6,477.63,0.933,44.178,22.865,,1.28265,0.2939,,30.1454,145.09,0.901,1.0,1.0,1.001088,15.572
2021-08-15,410.27,2.1667,46973.82,3307.09,271.86,489.0,0.9963,53.556,23.179,,1.28584,0.3403,,30.2795,154.8,0.8975,1.0,1.0001,1.000942,15.926
2021-08-16,412.59,2.0714,45901.29,3146.53,266.5,469.2,0.9458,62.055,24.433,,1.18541,0.3194,,29.0762,150.19,0.8552,1.0,1.0,1.00031,15.8
2021-08-17,381.46,1.9239,44695.95,3011.72,256.23,446.76,0.8834,64.169,23.53,,1.09755,0.2993,,26.3942,141.4,0.869,1.0,1.0,1.000612,15.993
2021-08-18,380.22,2.1043,44705.29,3014.55,252.51,435.24,0.9221,72.736,23.875,,1.146,0.3031,,26.3063,140.77,0.8537,1.0,1.0001,1.000266,17.948
2021-08-19,405.4,2.4411,46760.62,3184.12,264.19,457.94,1.0438,72.831,26.596,,1.23437,0.3176,,27.9786,147.2,0.9842,1.0,1.0001,1.000833,18.699
2021-08-20,409.2,2.4557,49322.47,3284.82,282.06,479.99,1.1382,78.746,28.169,,1.26451,0.3273,,28.8726,153.92,1.042,1.0,1.0,1.000718,18.938
2021-08-21,399.91,2.4341,48821.87,3223.43,287.98,462.88,1.149,73.937,27.883,,1.21662,0.3173,,28.2509,156.02,0.9895,1.0,1.0,1.000315,22.168
2021-08-22,400.98,2.7049,49239.22,3238.0,306.38,460.17,1.158,72.809,27.69,,1.22737,0.3149,,28.4232,160.55,1.0746,1.0,1.0001,1.000737,21.881
2021-08-23,408.35,2.9152,49488.85,3321.28,318.17,465.61,1.1611,75.655,27.894,,1.24621,0.3179,,28.8082,165.4,1.0254,1.0,1.0001,1.000671,21.834
2021-08-24,377.97,2.7187,47674.01,3170.62,307.33,423.7,1.0369,70.591,25.088,,1.13691,0.2888,,26.6335,155.36,0.9189,1.0,0.9999,1.001061,19.542
2021-08-25,384.16,2.739,48973.32,3226.87,314.29,435.62,1.0651,71.986,25.995,,1.174,0.2924,,27.0715,163.65,0.9512,1.0,1.0001,1.000754,20.057
2021-08-26,350.7,2.528,46843.87,3093.2,291.4,404.77,0.9891,74.823,23.932,,1.07225,0.2684,,25.5302,144.07,0.8648,1.0,1.0,1.000834,17.936
2021-08-27,372.8,2.946,49069.9,3273.45,315.0,421.27,1.0651,88.053,26.543,,1.19177,0.2948,,27.4246,152.28,0.9233,1.0,1.0,1.000943,20.427
2021-08-28,367.2,2.847,48895.35,3244.48,300.5,414.16,1.0395,96.246,25.98,,1.14587,0.2863,,26.8274,150.7,0.9166,1.0,1.0,1.000962,21.332
2021-08-29,364.1,2.851,48767.83,3223.47,291.4,418.74,1.0225,94.287,25.735,,1.14131,0.2813,,26.7985,148.34,0.9153,1.0,1.0,1.000814,21.2
2021-08-30,357.6,2.734,46982.91,3229.64,281.8,420.1,1.0207,110.347,26.03,,1.101,0.272,,26.8283,141.25,0.851,1.0,0.9999,1.000869,22.15
2021-08-31,391.7,2.767,47100.89,3429.2,285.8,442.32,1.113,108.29,31.353,,1.18651,0.2783,,29.3959,143.85,0.8561,1.0,0.9999,1.000669,22.924
2021-09-01,413.1,2.869,48810.52,3826.82,302.9,477.42,1.1617,110.671,33.2,,1.2377,0.2945,,31.3669,151.71,0.9227,1.0,1.0,1.000698,25.431
2021-09-02,399.4,2.96,49246.64,3785.82,302.5,462.16,1.1434,128.346,31.814,,1.25431,0.2948,,29.9413,150.63,0.9064,1.0,1.0,1.00033,24.156
2021-09-03,395.0,2.966,49999.14,3938.11,304.1,467.14,1.218,146.524,33.601,,1.29081,0.2963,,28.6593,156.54,0.9133,1.0,1.0,1.000005,24.098
2021-09-04,397.8,2.83,49915.64,3885.52,305.1,471.15,1.2082,138.998,32.384,,1.25659,0.2994,,28.5789,160.33,0.951,1.0,1.0,0.999974,24.434
2021-09-05,416.8,2.91,51756.88,3950.29,315.4,511.13,1.3152,142.138,34.454,,1.30683,0.3147,,29.3759,173.03,1.0237,1.0,1.0,0.999925,25.741
2021-09-06,408.7,2.833,52663.9,3926.77,314.8,509.3,1.4601,164.316,34.355,,1.39238,0.3091,,28.8434,171.31,1.0646,1.0,1.0,1.000237,25.113
2021-09-07,346.7,2.514,46863.73,3434.57,263.2,413.33,1.2764,173.4,27.965,,1.12345,0.2557,,24.3113,136.45,0.8328,1.0,1.0,0.999818,21.135
2021-09-08,330.5,2.47,46048.31,3499.0,257.1,409.84,1.9129,191.03,27.778,,1.09997,0.2567,,23.1468,135.52,0.823,1.0,0.9999,1.000055,20.7
2021-09-09,330.5,2.518,46395.14,3424.93,261.8,412.02,2.3012,187.908,29.842,,1.08799,0.2527,,23.2851,137.52,0.8554,1.0,1.0,1.000257,26.791
2021-09-10,312.2,2.383,44850.91,3208.86,249.2,391.77,2.0152,179.51,29.2,,1.05588,0.2398,,22.3286,128.25,0.808,1.0,1.0,0.999757,29.421
2021-09-11,328.852,2.6364,45171.83,3266.77,249.32,397.56,1.9948,179.122,31.57,,1.07779,0.2411,,22.7396,128.41,0.8732,1.0,1.0,0.999884,27.337
2021-09-12,333.267,2.5806,46024.23,3403.75,256.09,403.41,2.3787,174.272,35.825,,1.1198,0.2502,,23.7246,131.27,0.9223,1.0,0.9999,1.000429,34.894
2021-09-13,331.046,2.4022,44947.72,3286.2,263.41,385.09,2.1632,169.797,34.859,,1.06453,0.236,,22.6597,127.69,0.8405,1.0,1.0,1.000307,35.767
2021-09-14,384.107,2.3987,47127.22,3436.29,268.26,447.18,2.0381,158.64,37.38,,1.09682,0.2407,,25.6737,133.88,0.8599,1.0,0.9999,0.999823,34.237
2021-09-15,414.753,2.5052,48148.12,3615.65,269.12,442.88,2.0153,158.433,36.456,,1.12008,0.2477,,27.4731,139.84,0.9085,1.0,1.0,1.000491,34.125
2021-09-16,384.077,2.4169,47753.16,3568.66,264.06,442.88,2.0153,158.433,36.456,,1.12008,0.2477,,26.2444,139.84,0.8563,1.0,1.0001,0.999921,37.112
2021-09-17,353.647,2.4169,47303.5,3400.0,262.42,442.88,2.0153,158.433,36.456,,1.12008,0.2477,,24.3316,139.84,0.8187,1.0,1.0001,1.000272,33.458
2021-09-18,355.266,2.4169,48314.56,3436.31,271.6,442.88,2.0153,158.433,36.456,,1.12008,0.2477,,24.5432,139.84,0.835,1.0,1.0001,1.000038,40.802
2021-09-19,340.127,2.4169,47255.92,3328.59,260.12,442.88,2.0153,158.433,36.456,,1.12008,0.2477,,23.8949,139.84,0.814,1.0,1.0,1.00022,44.306
