date,AAVE,ADA,BTC,ETH,XMR,COMP,ALGO,SOL,DOT,BNB,XRP,DOGE,AVAX,UNI,ZEC,GRT,CASH,USDC,DAI,ATOM,XTZ,LTC,SHIB,CCi30
2019-12-03,39.39,,7302.94,147.33,53.41,,0.287,,,,,0.0024999,,,,,,,1.00185,,1.2895,44.82,5.67e-05,2598.65
2019-12-04,39.39,,7198.99,145.5,52.73,,0.2622,,,,,0.0024999,,,,,,,1.00104,,1.2434,44.69,5.67e-05,2557.94
2019-12-05,39.39,,7393.54,148.18,53.49,,0.2669,,,,,0.0024999,,,,,,,1.00219,,1.2882,44.84,5.67e-05,2620.77
2019-12-06,39.39,,7540.08,148.82,54.33,,0.2695,,,,,0.0024999,,,,,,,0.99842,,1.3749,45.36,5.67e-05,2651.39
2019-12-07,39.39,,7502.19,147.43,54.43,,0.2762,,,,,0.0024999,,,,,,,0.994,,1.4405,45.21,5.67e-05,2658.68
2019-12-08,39.39,,7520.0,150.71,53.99,,0.2938,,,,,0.0024999,,,,,,,0.99444,,1.604,45.6,5.67e-05,2682.84
2019-12-09,39.39,,7337.51,147.3,54.66,,0.294,,,,,0.0024999,,,,,,,1.00096,,1.5521,44.44,5.67e-05,2627.4
2019-12-10,39.39,,7219.37,145.55,52.9,,0.2744,,,,,0.0024999,,,,,,,0.998,,1.4784,44.11,5.67e-05,2586.68
2019-12-11,39.39,,7201.23,143.29,52.79,,0.2887,,,,,0.0024999,,,,,,,1.00213,,1.5713,43.63,5.67e-05,2571.3
2019-12-12,39.39,,7185.91,144.69,52.77,,0.277,,,,,0.0024999,,,,,,,1.00314,,1.7703,43.6,5.67e-05,2590.4
2019-12-13,39.39,,7249.9,144.7,52.28,,0.2715,,,,,0.0024999,,,,,,,0.99858,,1.7659,44.43,5.67e-05,2601.47
2019-12-14,39.39,,7062.91,141.73,51.3,,0.2517,,,,,0.0024999,,,,,,,0.9995,,1.6771,43.24,5.67e-05,2556.72
2019-12-15,39.39,,7111.0,142.38,50.71,,0.2672,,,,,0.0024999,,,,,,,0.99374,,1.6681,43.41,5.67e-05,2568.22
2019-12-16,39.39,,6877.03,132.36,49.1,,0.241,,,,,0.0024999,,,,,,,0.99986,,1.6579,39.9,5.67e-05,2445.56
2019-12-17,39.39,,6616.62,121.83,44.81,,0.2183,,,,,0.0024999,,,,,,,1.0006,,1.5388,36.98,5.67e-05,2272.22
2019-12-18,39.39,,7285.53,132.89,47.64,,0.2437,,,,,0.0024999,,,,,,,0.99451,,1.5786,40.77,5.67e-05,2467.26
2019-12-19,39.39,,7149.12,128.18,47.36,,0.2286,,,,,0.0024999,,,,,,,0.99854,,1.5039,39.69,5.67e-05,2430.8
2019-12-20,39.39,,7190.0,128.37,46.69,,0.24,,,,,0.0020198,,,,,,,0.99882,,1.5997,40.13,5.67e-05,2464.03
2019-12-21,39.39,,7143.01,127.09,45.0,,0.2408,,,,,0.0021,,,,,,,0.99397,,1.4707,39.73,5.67e-05,2445.56
2019-12-22,39.39,,7513.06,132.4,47.36,,0.2478,,,,,0.002085,,,,,,,0.99551,,1.4683,41.93,5.67e-05,2532.85
2019-12-23,39.39,,7310.79,127.78,47.1,,0.2404,,,,,0.0022317,,,,,,,0.99452,,1.5128,40.61,5.67e-05,2470.28
2019-12-24,39.39,,7255.01,127.71,45.78,,0.2286,,,,,0.002008,,,,,,,0.99706,,1.4862,40.3,5.67e-05,2470.3
2019-12-25,39.39,,7192.12,125.0,45.91,,0.2285,,,,,0.0020203,,,,,,,0.99752,,1.3993,40.08,5.67e-05,2439.84
2019-12-26,39.39,,7194.13,125.49,45.06,,0.2391,,,,,0.002017,,,,,,,0.99323,,1.3641,39.97,5.67e-05,2442.79
2019-12-27,39.39,,7245.83,126.23,44.94,,0.2285,,,,,0.0020086,,,,,,,0.99836,,1.3749,40.93,5.67e-05,2470.4
2019-12-28,39.39,,7302.67,127.91,45.32,,0.2319,,,,,0.0020311,,,,,,,0.99684,,1.3213,42.73,5.67e-05,2489.02
2019-12-29,39.39,,7384.89,134.3,46.56,,0.2314,,,,,0.00203,,,,,,,0.99695,,1.3121,43.07,5.67e-05,2545.11
2019-12-30,39.39,,7218.0,131.1,45.73,,0.2245,,,,,0.002028,,,,,,,0.99292,,1.3239,42.23,5.67e-05,2500.74
2019-12-31,39.39,,7165.72,128.54,44.41,,0.2154,,,,,0.00197,,,,,,,0.9928,,1.3463,41.1,5.67e-05,2474.27
2020-01-01,39.39,,7174.33,130.19,45.62,,0.2191,,,,,0.0020065,,,,,,,0.99482,,1.3701,41.49,5.67e-05,2502.88
2020-01-02,39.39,,6945.02,126.81,45.28,,0.2133,,,,,0.0019906,,,,,,,0.9976,,1.2379,39.32,5.67e-05,2415.57
2020-01-03,39.39,,7334.45,134.17,50.72,,0.227,,,,,0.0024494,,,,,,,0.9975,,1.2802,42.2,5.67e-05,2543.03
2020-01-04,39.39,,7348.63,134.14,50.37,,0.2345,,,,,0.0020598,,,,,,,0.99511,,1.2528,42.73,5.67e-05,2577.96
2020-01-05,39.39,,7355.4,135.31,53.44,,0.2294,,,,,0.0020738,,,,,,,0.99781,,1.2517,43.28,5.67e-05,2597.54
2020-01-06,39.39,,7764.63,144.19,58.9,,0.2425,,,,,0.002135,,,,,,,0.9971,,1.3065,45.79,5.67e-05,2752.24
2020-01-07,39.39,,8158.52,143.08,58.48,,0.2305,,,,,0.0021534,,,,,,,0.99441,,1.2949,46.36,5.67e-05,2784.3
2020-01-08,39.39,,8045.51,140.6,59.47,,0.2275,,,,,0.002072,,,,,,,1.00105,,1.33,45.28,5.67e-05,2753.32
2020-01-09,39.39,,7813.78,137.71,58.65,,0.2231,,,,,0.0021142,,,,,,,1.00223,,1.2824,44.73,5.67e-05,2714.97
2020-01-10,39.39,,8198.09,144.72,58.68,,0.2269,,,,,0.0022,,,,,,,1.0014,,1.307,48.99,5.67e-05,2861.84
2020-01-11,39.39,,8020.0,142.63,58.2,,0.226,,,,,0.0022002,,,,,,,1.0,,1.3039,49.36,5.67e-05,2841.66
2020-01-12,39.39,,8180.81,146.6,59.16,,0.2291,,,,,0.0021934,,,,,,,0.99917,,1.3078,51.42,5.67e-05,2910.09
2020-01-13,39.39,,8104.5,143.51,57.87,,0.2275,,,,,0.0021806,,,,,,,0.99724,,1.2727,49.58,5.67e-05,2891.08
2020-01-14,39.39,,8815.69,165.76,62.67,,0.2297,,,,,0.0023802,,,,,,,1.0,,1.323,58.4,5.67e-05,3427.91
2020-01-15,39.39,,8808.81,166.29,68.21,,0.2484,,,,,0.0023707,,,,,,,0.99782,,1.3443,58.12,5.67e-05,3423.63
2020-01-16,39.39,,8714.76,163.93,65.61,,0.2413,,,,,0.0023353,,,,,,,0.99818,,1.4857,57.5,5.67e-05,3400.34
2020-01-17,39.39,,8899.42,169.59,68.66,,0.2625,,,,,0.0024923,,,,,,,0.99539,,1.4723,60.86,5.67e-05,3510.36
2020-01-18,39.39,,8909.32,174.06,67.2,,0.2587,,,,,0.0025023,,,,,,,0.994,,1.482,59.28,5.67e-05,3431.55
2020-01-19,39.39,,8697.53,166.75,65.05,,0.2396,,,,,0.0023479,,,,,,,0.99445,,1.4231,57.57,5.67e-05,3360.47
2020-01-20,39.39,,8628.89,166.68,64.93,,0.2366,,,,,0.0023578,,,,,,,0.99493,,1.5923,57.1,5.67e-05,3397.56
2020-01-21,39.39,,8722.03,169.19,65.83,,0.2486,,,,,0.0023551,,,,,,,0.99355,,1.5341,57.49,5.67e-05,3450.72
2020-01-22,39.39,,8660.38,167.68,64.95,,0.2456,,,,,0.0023297,,,,,,,0.9956,,1.5955,58.1,5.67e-05,3439.1
2020-01-23,39.39,,8385.22,162.4,62.31,,0.2351,,,,,0.0022305,,,,,,,0.998,,1.5505,54.42,5.67e-05,3267.98
2020-01-24,39.39,,8427.26,162.3,61.4,,0.232,,,,,0.002255,,,,,,,0.99891,,1.5121,54.33,5.67e-05,3275.96
2020-01-25,39.39,,8326.81,160.12,61.36,,0.2329,,,,,0.0022545,,,,,,,0.9975,,1.4953,52.79,5.67e-05,3235.92
2020-01-26,39.39,,8595.0,167.35,63.36,,0.2372,,,,,0.0023025,,,,,,,0.99876,,1.5222,56.08,5.67e-05,3368.15
2020-01-27,39.39,,8895.96,169.77,65.28,,0.2391,,,,,0.0023521,,,,,,,0.99784,,1.5199,58.44,5.67e-05,3493.36
2020-01-28,39.39,,9394.5,175.99,67.95,,0.2432,,,,,0.0023783,,,,,,,0.99714,,1.5496,60.62,5.67e-05,3624.74
2020-01-29,39.39,,9288.44,173.45,69.78,,0.2399,,,,,0.0023912,,,,,,,0.99776,,1.5632,59.62,5.67e-05,3635.02
2020-01-30,39.39,,9503.08,184.55,74.83,,0.241,,,,,0.0024082,,,,,,,1.00037,,1.6791,67.82,5.67e-05,3759.74
2020-01-31,39.39,,9334.98,179.74,71.91,,0.2467,,,,,0.0023636,,,,,,,1.0005,,1.6518,67.96,5.67e-05,3672.4
2020-02-01,39.39,,9380.18,183.5,73.07,,0.248,,,,,0.0024032,,,,,,,0.99697,,1.7499,70.69,5.67e-05,3720.15
2020-02-02,39.39,,9323.5,188.29,74.77,,0.2525,,,,,0.0024576,,,,,,,1.00143,,1.9265,69.82,5.67e-05,3753.08
2020-02-03,39.39,,9280.49,189.42,76.61,,0.263,,,,,0.0024062,,,,,,,0.99899,,2.0059,69.55,5.67e-05,3771.96
2020-02-04,39.39,,9164.33,188.24,74.8,,0.2805,,,,,0.0025105,,,,,,,0.99809,,1.922,67.84,5.67e-05,3758.46
2020-02-05,39.39,,9613.82,204.0,77.92,,0.276,,,,,0.0025925,,,,,,,0.99958,,2.144,72.56,5.67e-05,3993.97
2020-02-06,39.39,,9763.01,212.95,78.04,,0.2899,,,,,0.0026485,,,,,,,1.001,,2.164,73.45,5.67e-05,4058.13
2020-02-07,39.39,,9808.05,223.22,79.63,,0.3126,,,,,0.00278,,,,,,,1.00023,,2.1937,74.25,5.67e-05,4110.12
2020-02-08,39.39,,9905.64,223.37,80.67,,0.3065,,,,,0.003163,,,,,,,0.99891,,2.2944,76.67,5.67e-05,4157.82
2020-02-09,39.39,,10168.35,228.8,87.7,,0.3423,,,,,0.0032356,,,,,,,1.00089,,2.657,77.05,5.67e-05,4310.03
2020-02-10,39.39,,9851.78,222.85,84.48,,0.3576,,,,,0.0029574,,,,,,,1.00168,,2.6393,73.98,5.67e-05,4259.89
2020-02-11,39.39,,10270.01,237.98,89.88,,0.3704,,,,,0.0030464,,,,,,,0.99817,,2.927,76.81,5.67e-05,4440.69
2020-02-12,39.39,,10351.13,266.49,95.13,,0.3891,,,,,0.0030505,,,,,,,1.0013,,3.3864,81.37,5.67e-05,4635.09
2020-02-13,39.39,,10236.49,268.42,92.22,,0.349,,,,,0.0029859,,,,,,,1.00098,,3.1314,80.55,5.67e-05,4605.62
2020-02-14,39.39,,10371.33,286.27,94.74,,0.3687,,,,,0.0030961,,,,,,,0.99953,,3.4926,83.31,5.67e-05,4760.54
2020-02-15,39.39,,9911.22,264.92,89.08,,0.3346,,,,,0.0028926,,,,,,,0.99859,,3.1975,76.74,5.67e-05,4402.01
2020-02-16,39.39,,9921.0,258.5,87.85,,0.3465,,,,,0.00258,,,,,,,0.99639,,3.2328,74.7,5.67e-05,4309.12
2020-02-17,39.39,,9700.0,268.03,82.32,,0.3302,,,,,0.0026729,,,,,,,0.99948,,3.15,73.43,5.67e-05,4250.03
2020-02-18,39.39,,10188.04,283.31,86.47,,0.3523,,,,,0.0028691,,,,,,,0.99968,,3.435,77.4,5.67e-05,4433.18
2020-02-19,39.39,,9600.08,258.66,77.72,,0.3478,,,,,0.0026215,,,,,,,0.99794,,3.5613,70.67,5.67e-05,4156.77
2020-02-20,39.39,,9610.05,257.4,76.51,,0.4364,,,,,0.0026772,,,,,,,0.99955,,3.6184,69.55,5.67e-05,4129.49
2020-02-21,39.39,,9695.66,265.8,80.44,,0.4192,,,,,0.002681,,,,,,,0.9994,,3.4948,73.41,5.67e-05,4188.24
2020-02-22,39.39,,9668.23,262.08,79.11,,0.45,,,,,0.0026,,,,,,,0.99989,,3.3151,74.88,5.67e-05,4152.52
2020-02-23,39.39,,9965.01,275.48,85.5,,0.4617,,,,,0.0026854,,,,,,,1.00131,,3.535,79.8,5.67e-05,4314.81
2020-02-24,39.39,,9660.0,265.31,79.2,,0.497,,,,,0.0025754,,,,,,,1.00025,,3.1894,75.55,5.67e-05,4124.1
2020-02-25,39.39,,9305.0,246.5,76.46,,0.3914,,,,,0.00249,,,,,,,1.00096,,2.8005,70.96,5.67e-05,3898.19
2020-02-26,39.39,,8778.3,223.5,70.55,,0.3641,,,,,0.0023627,,,,,,,1.00133,,2.7576,60.42,5.67e-05,3574.12
2020-02-27,39.39,,8812.49,227.63,70.22,,0.375,,,,,0.0022966,,,,,,,1.00633,,2.7913,61.76,5.67e-05,3618.6
2020-02-28,39.39,,8708.89,227.37,68.38,,0.3493,,,,,0.0022753,,,,,,,1.00671,,2.7905,59.99,5.67e-05,3583.26
2020-02-29,39.39,,8525.07,217.31,66.0,,0.325,,,,,0.0022133,,,,,,,1.00568,,2.7415,58.04,5.67e-05,3543.44
2020-03-01,39.39,,8522.31,217.26,64.64,,0.3195,,,,,0.0022953,,,,,,,1.01134,,2.6195,57.63,5.67e-05,3519.21
2020-03-02,39.39,,8915.0,232.12,68.45,,0.373,,,,,0.0023676,,,,,,,1.00247,,2.7964,61.47,5.67e-05,3701.27
2020-03-03,39.39,,8757.84,223.75,65.84,,0.3699,,,,,0.002492,,,,,,,1.0043,,2.756,61.0,5.67e-05,3666.35
2020-03-04,39.39,,8760.66,224.56,65.73,,0.3932,,,,,0.0024136,,,,,,,1.00091,,3.1121,60.36,5.67e-05,3656.64
2020-03-05,39.39,,9070.17,228.64,68.42,,0.378,,,,,0.0024918,,,,,,,1.00599,,3.0947,62.01,5.67e-05,3767.36
2020-03-06,39.39,,9158.51,245.56,68.95,,0.3757,,,,,0.0024876,,,,,,,1.00098,,3.18,63.37,5.67e-05,3835.69
2020-03-07,39.39,,8901.37,237.75,65.89,,0.3383,,,,,0.0024146,,,,,,,1.00274,,3.0001,60.57,5.67e-05,3702.78
2020-03-08,39.39,,8037.76,199.46,56.38,,0.2877,,,,,0.0022244,,,,,,,1.00236,,2.596,51.15,5.67e-05,3241.15
2020-03-09,39.39,,7934.52,202.77,55.69,,0.2793,,,,,0.0022062,,,,,,,1.00791,,2.5501,50.53,5.67e-05,3200.35
2020-03-10,39.39,,7894.68,200.5,54.78,,0.2818,,,,,0.0022137,,,,,,,1.00775,,2.5878,50.14,5.67e-05,3209.0
2020-03-11,39.39,,7938.05,194.61,54.17,,0.27,,,,,0.0021673,,,,,,,1.0142,,2.501,48.54,5.67e-05,3146.82
2020-03-12,39.39,,4857.1,110.3,32.31,,0.1393,,,,,0.00151,,,,,,,1.06,,1.3573,30.09,5.67e-05,1938.49
2020-03-13,39.39,,5637.6,135.51,37.32,,0.1539,,,,,0.0017395,,,,,,,1.016,,1.7862,38.01,5.67e-05,2206.71
2020-03-14,39.39,,5165.25,122.17,35.85,,0.1475,,,,,0.0016267,,,,,,,1.04041,,1.5861,34.43,5.67e-05,2075.86
2020-03-15,39.39,,5345.35,123.3,38.06,,0.1431,,,,,0.0016415,,,,,,,1.04001,,1.5418,36.24,5.67e-05,2139.07
2020-03-16,39.39,,5037.61,111.38,33.93,,0.1262,,,,,0.0015563,,,,,,,1.03416,,1.3331,33.33,5.67e-05,1951.11
2020-03-17,39.39,,5331.71,116.09,36.48,,0.1392,,,,,0.0016356,,,,,,,1.02315,,1.3656,34.17,5.67e-05,2026.14
2020-03-18,39.39,,5413.64,118.6,37.19,,0.1416,,,,,0.0016031,,,,,,,1.02324,,1.4059,34.85,5.67e-05,2051.21
2020-03-19,39.39,,6186.26,136.68,41.1,,0.158,,,,,0.0018097,,,,,,,1.02102,,1.6384,39.08,5.67e-05,2422.09
2020-03-20,39.39,,6206.1,133.27,40.1,,0.158,,,,,0.0017575,,,,,,,1.02844,,1.6877,38.09,5.67e-05,2389.03
2020-03-21,39.39,,6198.78,132.79,41.2,,0.1527,,,,,0.0017523,,,,,,,1.054,,1.6626,38.39,5.67e-05,2403.43
2020-03-22,39.39,,5818.25,122.42,38.32,,0.146,,,,,0.0017413,,,,,,,1.02393,,1.478,35.45,5.67e-05,2243.18
2020-03-23,39.39,,6490.63,137.0,44.72,,0.1611,,,,,0.0017962,,,,,,,1.03353,,1.6822,39.12,5.67e-05,2435.91
2020-03-24,39.39,,6766.64,139.0,47.54,,0.1586,,,,,0.0018773,,,,,,,1.03048,,1.7693,40.7,5.67e-05,2530.5
2020-03-25,39.39,,6690.96,136.26,47.07,,0.1547,,,,,0.0018283,,,,,,,1.02247,,1.7184,39.25,5.67e-05,2494.17
2020-03-26,39.39,,6758.18,139.0,50.65,,0.1591,,,,,0.0018332,,,,,,,1.01865,,1.7645,40.59,5.67e-05,2553.5
2020-03-27,39.39,,6372.36,131.56,47.85,,0.1537,,,,,0.001743,,,,,,,1.02401,,1.5897,38.15,5.67e-05,2471.71
2020-03-28,39.39,,6251.82,131.35,47.26,,0.1503,,,,,0.0017706,,,,,,,1.02408,,1.5655,38.91,5.67e-05,2410.65
2020-03-29,39.39,,5877.21,124.35,43.93,,0.1446,,,,,0.0017217,,,,,,,1.02577,,1.4698,37.11,5.67e-05,2296.99
2020-03-30,39.39,,6406.4,132.32,46.6,,0.1549,,,,,0.0018357,,,,,,,1.01651,,1.6077,38.99,5.67e-05,2458.75
2020-03-31,39.39,,6424.35,133.08,48.2,,0.154,,,,,0.00179,,,,,,,1.01763,,1.611,39.15,5.67e-05,2471.86
2020-04-01,39.39,,6666.11,136.14,48.5,,0.1542,,,,,0.0018578,,,,,,,1.02361,,1.6125,39.33,5.67e-05,2510.69
2020-04-02,39.39,,6804.52,141.53,50.75,,0.1583,,,,,0.001865,,,,,,,1.01757,,1.6708,39.97,5.67e-05,2572.25
2020-04-03,39.39,,6741.99,141.54,53.0,,0.1583,,,,,0.0018403,,,,,,,1.01463,,1.6772,40.54,5.67e-05,2583.0
2020-04-04,39.39,,6874.77,144.48,54.23,,0.1788,,,,,0.0018804,,,,,,,1.01202,,1.6994,40.85,5.67e-05,2627.45
2020-04-05,39.39,,6778.25,142.79,53.25,,0.1719,,,,,0.0018569,,,,,,,1.016,,1.666,40.38,5.67e-05,2600.31
2020-04-06,39.39,,7341.56,171.5,59.12,,0.1881,,,,,0.0019702,,,,,,,1.018,,1.9119,45.12,5.67e-05,2853.7
2020-04-07,39.39,,7200.01,164.57,55.96,,0.1857,,,,,0.0019762,,,,,,,1.03971,,1.9566,44.8,5.67e-05,2815.6
2020-04-08,39.39,,7370.11,173.36,57.92,,0.204,,,,,0.0020688,,,,,,,1.01962,,2.1483,46.58,5.67e-05,2941.22
2020-04-09,39.39,,7293.24,169.75,58.56,,0.2006,,,,,0.00208,,,,,,,1.02077,,2.1083,46.29,5.67e-05,2940.46
2020-04-10,39.39,,6871.91,158.1,53.79,,0.1793,,,,,0.0019684,,,,,,,1.01887,,1.9107,42.36,5.67e-05,2723.74
2020-04-11,39.39,,6889.65,158.55,53.74,,0.1803,,,,,0.0019696,,,,,,,1.02158,,1.9786,42.61,5.67e-05,2727.28
2020-04-12,39.39,,6908.13,158.87,53.85,,0.1778,,,,,0.0019894,,,,,,,1.01651,,1.9994,42.04,5.67e-05,2773.3
2020-04-13,39.39,,6861.21,156.76,53.28,,0.1765,,,,,0.0019446,,,,,,,1.02239,,1.9425,41.37,5.67e-05,2716.03
2020-04-14,39.39,,6877.37,158.65,54.3,,0.1771,,,,,0.0019583,,,,,,,1.0205,,1.9477,41.22,5.67e-05,2717.38
2020-04-15,39.39,,6624.12,152.77,53.23,,0.1676,,,,,0.0019145,,,,,,,1.01845,,1.9024,39.3,5.67e-05,2638.86
2020-04-16,39.39,,7112.64,172.55,56.89,,0.186,,,,,0.002,,,,,,,1.02213,,2.0959,42.6,5.67e-05,2840.86
2020-04-17,39.39,,7037.46,170.89,56.4,,0.188,,,,,0.0019868,,,,,,,1.01888,,2.09,42.21,5.67e-05,2840.49
2020-04-18,39.39,,7261.76,187.88,58.11,,0.1987,,,,,0.0020384,,,,,,,1.01939,,2.3328,44.2,5.67e-05,2958.72
2020-04-19,39.39,,7130.71,180.39,57.08,,0.1879,,,,,0.002042,,,,,,,1.01002,,2.2515,42.28,5.67e-05,2900.23
2020-04-20,39.39,,6838.19,170.5,55.0,,0.1767,,,,,0.0019599,,,,,,,1.01453,,2.1314,40.27,5.67e-05,2770.77
2020-04-21,39.39,,6853.68,171.07,55.28,,0.1784,,,,,0.0019836,,,,,,,1.01021,,2.1511,40.7,5.67e-05,2776.43
2020-04-22,39.39,,7136.84,183.11,57.0,,0.1872,,,,,0.0020049,,,,,,,1.01501,,2.339,41.88,5.67e-05,2888.55
2020-04-23,39.39,,7488.83,185.66,59.21,,0.1953,,,,,0.0020602,,,,,,,1.01643,,2.4993,43.0,5.67e-05,2976.44
2020-04-24,39.39,,7514.64,187.84,60.89,,0.2094,,,,,0.0020839,,,,,,,1.01093,,2.7169,44.56,5.67e-05,3049.39
2020-04-25,39.39,,7547.61,194.42,60.5,,0.2109,,,,,0.0021183,,,,,,,1.01247,,2.87,44.41,5.67e-05,3083.89
2020-04-26,39.39,,7706.4,197.83,61.3,,0.227,,,,,0.0024292,,,,,,,1.00824,,2.7671,44.63,5.67e-05,3120.23
2020-04-27,39.39,,7789.77,196.78,62.3,,0.2173,,,,,0.0023478,,,,,,,1.01277,,2.7499,44.53,5.67e-05,3133.48
2020-04-28,39.39,,7755.01,196.67,62.27,,0.2162,,,,,0.0023279,,,,,,,1.01342,,2.7544,45.8,5.67e-05,3174.48
2020-04-29,39.39,,8793.75,215.66,66.25,,0.2316,,,,,0.00243,,,,,,,1.01346,,2.9396,48.85,5.67e-05,3435.94
2020-04-30,39.39,,8624.28,206.23,62.3,,0.2102,,,,,0.0023374,,,,,,,1.015962,,2.7563,46.39,5.67e-05,3304.78
2020-05-01,39.39,,8829.42,212.09,63.34,,0.2135,,,,,0.0025078,,,,,,,1.016493,,2.7956,47.11,5.67e-05,3396.62
2020-05-02,39.39,,8985.58,214.25,64.58,,0.219,,,,,0.0025415,,,,,,,1.0082,,2.8384,49.26,5.67e-05,3451.38
2020-05-03,39.39,,8909.95,210.24,62.5,,0.2061,,,,,0.0025819,,,,,,,1.007032,,2.7419,48.15,5.67e-05,3377.35
2020-05-04,39.39,,8883.53,206.86,61.08,,0.2062,,,,,0.0024948,,,,,,,1.005597,,2.7866,47.07,5.67e-05,3362.31
2020-05-05,39.39,,9028.79,205.43,60.39,,0.2081,,,,,0.0024744,,,,,,,1.003277,,2.7546,46.58,5.67e-05,3352.27
2020-05-06,39.39,,9155.79,199.26,57.91,,0.1967,,,,,0.0025538,,,,,,,1.007641,,2.6539,45.06,5.67e-05,3359.6
2020-05-07,39.39,,10004.77,212.47,64.67,,0.2046,,,,,0.0026201,,,,,,,1.00401,,2.7192,47.46,5.67e-05,3497.47
2020-05-08,39.39,,9810.0,211.59,63.51,,0.2165,,,,,0.0026145,,,,,,,1.005678,,2.7543,47.74,5.67e-05,3535.47
2020-05-09,39.39,,9537.21,210.0,63.11,,0.2131,,,,,0.0026148,,,,,,,1.007585,,2.8099,46.94,5.67e-05,3490.92
2020-05-10,39.39,,8729.86,187.73,58.57,,0.1921,,,,,0.0024545,,,,,,,1.007277,,2.5628,42.15,5.67e-05,3174.53
2020-05-11,39.39,,8572.4,185.93,59.42,,0.187,,,,,0.002419,,,,,,,1.007785,,2.426,41.52,5.67e-05,3122.58
2020-05-12,39.39,,8821.42,190.1,61.42,,0.1933,,,,,0.00246,,,,,,,1.005861,,2.5135,42.26,5.67e-05,3202.23
2020-05-13,39.39,,9321.26,199.92,65.17,,0.1955,,,,,0.002525,,,,,,,1.008105,,2.5735,43.26,5.67e-05,3306.71
2020-05-14,39.39,,9795.34,203.4,65.34,,0.1971,,,,,0.0026004,,,,,,,1.004941,,2.546,44.02,5.67e-05,3381.92
2020-05-15,39.39,,9312.1,194.7,62.58,,0.1916,,,,,0.0025069,,,,,,,1.006569,,2.4879,42.7,5.67e-05,3289.27
2020-05-16,39.39,,9383.16,200.53,65.27,,0.1976,,,,,0.0025219,,,,,,,1.006808,,2.6312,43.27,5.67e-05,3325.4
2020-05-17,39.39,,9676.63,207.05,65.1,,0.1978,,,,,0.00254,,,,,,,1.008314,,2.6199,43.7,5.67e-05,3388.15
2020-05-18,39.39,,9728.52,214.97,66.73,,0.2014,,,,,0.0025431,,,,,,,1.003531,,2.7587,45.32,5.67e-05,3454.54
2020-05-19,39.39,,9783.76,214.71,66.69,,0.2007,,,,,0.0025584,,,,,,,1.003535,,2.8399,45.76,5.67e-05,3454.54
2020-05-20,39.39,,9509.41,209.96,64.32,,0.2093,,,,,0.0024944,,,,,,,1.003024,,2.8185,44.21,5.67e-05,3415.66
2020-05-21,39.39,,9061.96,198.62,61.48,,0.1911,,,,,0.0025152,,,,,,,1.000191,,2.6428,42.68,5.67e-05,3266.44
2020-05-22,39.39,,9168.84,207.32,62.94,,0.2047,,,,,0.0025294,,,,,,,1.001749,,2.7978,44.22,5.67e-05,3363.76
2020-05-23,39.39,,9181.76,206.66,63.4,,0.2017,,,,,0.0025562,,,,,,,1.003687,,2.7552,43.85,5.67e-05,3362.43
2020-05-24,39.39,,8715.73,199.63,60.7,,0.1971,,,,,0.0024846,,,,,,,1.002999,,2.6432,42.06,5.67e-05,3241.78
2020-05-25,39.39,,8899.31,204.06,61.5,,0.2115,,,,,0.0025171,,,,,,,1.004144,,2.736,42.97,5.67e-05,3299.06
2020-05-26,39.39,,8844.42,200.91,61.79,,0.2184,,,,,0.0024868,,,,,,,1.001863,,2.6986,42.29,5.67e-05,3264.03
2020-05-27,39.39,,9208.53,208.41,64.35,,0.2201,,,,,0.0025212,,,,,,,1.002818,,2.7109,43.87,5.67e-05,3352.38
2020-05-28,39.39,,9580.19,220.44,67.23,,0.227,,,,,0.0025378,,,,,,,1.002492,,2.8298,44.75,5.67e-05,3466.95
2020-05-29,39.39,,9423.84,220.62,65.99,,0.2283,,,,,0.0025175,,,,,,,1.002439,,2.8726,44.48,5.67e-05,3471.72
2020-05-30,39.39,,9700.33,243.84,68.3,,0.2434,,,,,0.0026296,,,,,,,1.000084,,2.9232,47.75,5.67e-05,3658.46
2020-05-31,39.39,,9446.57,231.54,65.15,,0.2327,,,,,0.0025378,,,,,,,1.00158,,2.8068,45.6,5.67e-05,3543.84
2020-06-01,39.39,,10208.96,248.41,67.71,,0.25,,,,,0.0026741,,,,,,,1.003574,,2.9637,48.27,5.67e-05,3763.58
2020-06-02,39.39,,9522.46,237.71,66.65,,0.2455,,,,,0.0025528,,,,,,,1.00193,,2.9013,46.03,5.67e-05,3619.14
2020-06-03,39.39,,9668.07,244.6,67.05,,0.2421,,,,,0.002596,,,,,,,1.000352,,3.0424,47.13,5.67e-05,3705.93
2020-06-04,39.39,,9788.03,243.18,68.07,,0.2418,,,,,0.0026772,,,,,,,1.003394,,2.9984,47.44,5.67e-05,3748.09
2020-06-05,39.39,,9613.21,240.04,67.64,,0.232,,,,,0.0025961,,,,,,,1.002785,,2.9354,46.76,5.67e-05,3720.84
2020-06-06,39.39,,9671.7,241.92,67.73,,0.2374,,,,,0.0025731,,,,,,,1.002953,,2.9243,46.75,5.67e-05,3718.34
2020-06-07,39.39,,9750.12,244.81,66.5,,0.2322,,,,,0.0026034,,,,,,,1.002518,,2.889,46.64,5.67e-05,3744.36
2020-06-08,39.39,,9781.51,246.55,68.37,,0.2349,,,,,0.002573,,,,,,,1.001,,2.9485,46.51,5.67e-05,3744.3
